service,flag,src_bytes,dst_bytes,logged_in,count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,class
http,SF,54540,8314,1,5,0,0,1,0,126,1,0,0,0,anomaly
http,SF,54540,8314,1,3,0,0,1,0,17,1,0,0,0,anomaly
http,SF,54540,8314,1,5,0,0,1,0,128,1,0,0,0,anomaly
http,SF,54540,8314,1,2,0,0,1,0,131,1,0,0,0,anomaly
http,SF,54540,8314,1,6,0.17,0.17,1,0,255,1,0,0,0,anomaly
http,SF,54540,8314,1,2,0,0,1,0,240,1,0,0,0,anomaly
http,SF,54540,8314,1,2,0,0,1,0,127,1,0,0,0,anomaly
http,SF,54540,8314,1,5,0,0,1,0,255,1,0,0,0,anomaly
http,SF,54540,8314,1,1,0,0,1,0,255,1,0,0.01,0.01,anomaly
http,SF,54540,8314,1,1,0,0,1,0,255,1,0,0,0,anomaly
http,SF,54540,8314,1,3,0,0,1,0,255,1,0,0.01,0.01,anomaly
http,SF,54540,8314,1,5,0,0,1,0,246,1,0,0,0,anomaly
http,RSTR,24252,7300,1,2,0,0,1,0,255,1,0,0,0,anomaly
http,SF,54540,8314,1,3,0,0,1,0,31,1,0,0,0,anomaly
http,SF,54540,8314,1,5,0,0,1,0,9,1,0,0,0,anomaly
http,RSTR,43232,7300,1,5,0,0,1,0,255,1,0,0,0,anomaly
http,SF,54540,8314,1,2,0,0,1,0,138,1,0,0,0,anomaly
http,SF,54540,8314,1,5,0,0,1,0,116,1,0,0,0,anomaly
http,SF,54540,8314,1,3,0,0,1,0,11,1,0,0,0,anomaly
http,SF,54540,8314,1,3,0,0,1,0,255,1,0,0,0,anomaly
http,RSTR,54060,7300,1,5,0,0,1,0,255,1,0,0,0,anomaly
http,SF,54540,8314,1,2,0,0,1,0,167,1,0,0,0,anomaly
http,SF,54540,8314,1,2,0,0,1,0,255,1,0,0,0,anomaly
http,SF,54540,8314,1,4,0,0,1,0,35,1,0,0.03,0.03,anomaly
http,SF,54540,8314,1,2,0,0,1,0,255,1,0,0,0,anomaly
http,RSTR,21048,8314,1,3,0,0,1,0,94,1,0,0,0,anomaly
http,SF,54540,8314,1,4,0,0,1,0,19,1,0,0,0,anomaly
http,RSTR,53208,7300,1,4,0,0,0.75,0.5,72,1,0,0,0,anomaly
http,RSTR,45908,7300,1,2,0,0,1,0,2,1,0,0,0,anomaly
http,SF,54540,8314,1,5,0,0,1,0,166,1,0,0,0,anomaly
http,SF,54540,8314,1,3,0,0,1,0,26,1,0,0,0,anomaly
http,SF,54540,8314,1,4,0,0,1,0,92,1,0,0.01,0.01,anomaly
http,SF,54540,8314,1,5,0,0,1,0,100,1,0,0,0,anomaly
http,SF,54540,8314,1,3,0,0,1,0,255,1,0,0,0,anomaly
http,SF,54540,8314,1,5,0,0,1,0,163,1,0,0,0,anomaly
http,SF,54540,8314,1,3,0,0,1,0,90,1,0,0.01,0.01,anomaly
http,SF,54540,8314,1,4,0,0,1,0,84,1,0,0.01,0.01,anomaly
http,SF,54540,8314,1,4,0,0,1,0,45,1,0,0,0,anomaly
http,RSTR,53776,7300,1,3,0,0,1,0,70,1,0,0,0,anomaly
http,RSTR,54540,8314,1,4,0,0,1,0,255,1,0,0.01,0.01,anomaly
http,SF,54540,8314,1,9,0,0,1,0,255,1,0,0,0,anomaly
http,SF,54540,8314,1,3,0,0,1,0,75,1,0,0.01,0.01,anomaly
http,SF,54540,8314,1,2,0,0,1,0,5,1,0,0,0,anomaly
http,SF,54540,8314,1,5,0,0,1,0,255,1,0,0.01,0.01,anomaly
http,SF,54540,8314,1,4,0,0,1,0,255,1,0,0,0,anomaly
http,SF,54540,8314,1,2,0,0,1,0,75,1,0,0,0,anomaly
http,SF,54540,8314,1,4,0,0,1,0,28,1,0,0,0,anomaly
http,SF,54540,8314,1,5,0,0,1,0,255,1,0,0,0,anomaly
http,SF,54540,8314,1,4,0,0,1,0,50,1,0,0,0,anomaly
http,SF,54540,8314,1,5,0,0,1,0,18,1,0,0,0,anomaly
http,SF,54540,8314,1,7,0.14,0.14,1,0,255,1,0,0.01,0.01,anomaly
http,SF,54540,8314,1,3,0,0,1,0,255,1,0,0.01,0.01,anomaly
http,SF,54540,8314,1,3,0,0,1,0,87,1,0,0,0,anomaly
http,SF,54540,8314,1,4,0,0,1,0,67,1,0,0.01,0.01,anomaly
http,SF,54540,8314,1,2,0,0,1,0,252,1,0,0,0,anomaly
http,SF,54540,8314,1,4,0.25,0.25,1,0,255,1,0,0,0,anomaly
http,RSTR,36256,5840,1,2,0,0,1,0,255,1,0,0,0,anomaly
http,SF,54540,8314,1,5,0,0,1,0,243,1,0,0,0,anomaly
http,SF,54540,8314,1,2,0,0,1,0,88,1,0,0.01,0.01,anomaly
http,SF,54540,8314,1,2,0,0,1,0,208,1,0,0,0,anomaly
http,SF,54540,8314,1,3,0,0,1,0,255,1,0,0.01,0.01,anomaly
http,SF,54540,8314,1,3,0,0,1,0,20,1,0,0,0,anomaly
finger,S0,0,0,0,1,1,1,1,0,8,1,0,1,0.12,anomaly
private,S0,0,0,0,123,1,1,0.05,0.07,26,0.1,0.05,1,1,anomaly
private,REJ,0,0,0,121,0,0,0.16,0.06,19,0.07,0.07,0,0,anomaly
private,S0,0,0,0,166,1,1,0.05,0.06,9,0.04,0.05,1,1,anomaly
private,S0,0,0,0,117,1,1,0.14,0.06,15,0.06,0.07,1,1,anomaly
remote_job,S0,0,0,0,270,1,1,0.09,0.05,23,0.09,0.05,1,1,anomaly
private,S0,0,0,0,133,1,1,0.06,0.06,13,0.05,0.06,1,1,anomaly
private,REJ,0,0,0,205,0,0,0.06,0.06,12,0.05,0.07,0,0,anomaly
private,S0,0,0,0,199,1,1,0.02,0.06,13,0.05,0.07,1,1,anomaly
name,S0,0,0,0,233,1,1,0,0.06,1,0,0.07,1,1,anomaly
netbios_ns,S0,0,0,0,96,1,1,0.17,0.05,2,0.01,0.06,1,1,anomaly
mtp,S0,0,0,0,223,1,1,0.1,0.05,23,0.09,0.05,1,1,anomaly
private,S0,0,0,0,280,1,1,0.06,0.05,17,0.07,0.06,0.99,1,anomaly
mtp,S0,0,0,0,248,1,1,0.01,0.06,2,0.01,0.06,1,1,anomaly
private,S0,0,0,0,279,1,1,0.03,0.06,13,0.05,0.07,1,1,anomaly
finger,S0,0,0,0,57,1,1,0.28,0.07,59,0.23,0.04,1,1,anomaly
supdup,S0,0,0,0,205,1,1,0.08,0.06,17,0.07,0.07,1,1,anomaly
uucp_path,S0,0,0,0,228,1,1,0.06,0.07,13,0.05,0.07,1,1,anomaly
ftp_data,S0,0,0,0,50,1,1,0.22,0.08,63,0.25,0.02,1,1,anomaly
Z39_50,S0,0,0,0,262,1,1,0.05,0.06,9,0.04,0.07,1,1,anomaly
csnet_ns,S0,0,0,0,108,1,1,0.1,0.08,11,0.04,0.07,1,1,anomaly
ftp_data,S0,0,0,0,258,1,1,0.07,0.05,5,0.02,0.07,1,1,anomaly
private,REJ,0,0,0,61,0,0,0.07,0.1,4,0.02,0.08,0,0,anomaly
uucp,S0,0,0,0,135,1,1,0.07,0.06,11,0.04,0.07,1,1,anomaly
finger,S0,0,0,0,24,1,1,0.5,0.08,59,0.23,0.04,1,1,anomaly
private,REJ,0,0,0,206,0,0,0.02,0.06,4,0.02,0.08,0,0,anomaly
private,REJ,0,0,0,63,0,0,0.16,0.08,10,0.04,0.07,0,0,anomaly
http,S0,0,0,0,52,1,1,0.37,0.08,67,0.26,0.02,1,1,anomaly
netbios_dgm,REJ,0,0,0,125,0,0,0.06,0.06,6,0.02,0.07,0,0,anomaly
supdup,S0,0,0,0,168,1,1,0.12,0.06,21,0.08,0.06,1,1,anomaly
private,S0,0,0,0,145,1,1,0.11,0.06,31,0.12,0.05,1,1,anomaly
private,S0,0,0,0,138,1,1,0.04,0.06,6,0.02,0.07,1,1,anomaly
auth,S0,0,0,0,276,1,1,0.03,0.06,9,0.04,0.06,1,1,anomaly
private,REJ,0,0,0,248,0,0,0.03,0.06,8,0.03,0.07,0,0,anomaly
uucp_path,REJ,0,0,0,135,0,0,0.05,0.07,7,0.03,0.07,0,0,anomaly
domain,S0,0,0,0,220,1,1,0.09,0.05,2,0.01,0.07,1,1,anomaly
private,S0,0,0,0,212,1,1,0.03,0.05,7,0.1,0.11,0.97,1,anomaly
ftp,S0,0,0,0,250,1,1,0.05,0.06,1,0,0.07,1,1,anomaly
private,REJ,0,0,0,132,0,0,0.11,0.05,15,0.06,0.06,0,0,anomaly
private,REJ,0,0,0,146,0,0,0.12,0.05,10,0.04,0.08,0,0,anomaly
csnet_ns,S0,0,0,0,300,1,1,0.02,0.06,3,0.01,0.07,1,1,anomaly
private,S0,0,0,0,129,1,1,0.12,0.05,12,0.05,0.05,1,1,anomaly
Z39_50,REJ,0,0,0,110,0,0,0.15,0.05,17,0.07,0.07,0,0,anomaly
uucp_path,REJ,0,0,0,246,0,0,0.08,0.07,20,0.08,0.07,0,0,anomaly
bgp,REJ,0,0,0,272,0,0,0.07,0.07,19,0.07,0.08,0,0,anomaly
csnet_ns,S0,0,0,0,259,1,1,0.03,0.07,8,0.03,0.08,1,1,anomaly
bgp,S0,0,0,0,294,1,1,0.02,0.05,8,0.03,0.07,1,1,anomaly
private,S0,0,0,0,190,1,1,0.11,0.06,20,0.08,0.08,1,1,anomaly
ldap,REJ,0,0,0,135,0,0,0.04,0.06,1,0,0.07,0,0,anomaly
private,S0,0,0,0,123,1,1,0.06,0.06,7,0.03,0.08,1,1,anomaly
supdup,S0,0,0,0,245,1,1,0.08,0.06,7,0.03,0.07,1,1,anomaly
private,S0,0,0,0,109,1,1,0.12,0.06,7,0.03,0.06,1,1,anomaly
bgp,REJ,0,0,0,145,0,0,0.06,0.08,8,0.03,0.09,0,0,anomaly
netbios_dgm,REJ,0,0,0,250,0,0,0.01,0.07,2,0.01,0.07,0,0,anomaly
telnet,S0,0,0,0,13,1,1,0.31,0.31,64,0.25,0.02,1,1,anomaly
private,S0,0,0,0,87,1,1,0.01,0.07,1,0,0.06,1,1,anomaly
vmnet,S0,0,0,0,292,1,1,0.04,0.05,14,0.05,0.08,1,1,anomaly
systat,S0,0,0,0,295,1,1,0.06,0.05,1,0,0.08,1,1,anomaly
http_443,S0,0,0,0,143,1,1,0.1,0.06,15,0.06,0.05,1,1,anomaly
efs,S0,0,0,0,102,1,1,0.19,0.06,18,0.07,0.06,1,1,anomaly
whois,S0,0,0,0,251,1,1,0.01,0.07,3,0.01,0.08,1,1,anomaly
remote_job,S0,0,0,0,260,1,1,0.02,0.06,4,0.02,0.07,1,1,anomaly
gopher,S0,0,0,0,44,1,1,0.27,0.11,12,0.05,0.08,1,1,anomaly
imap4,REJ,0,0,0,272,0,0,0.06,0.06,15,0.06,0.07,0,0,anomaly
private,S0,0,0,0,122,0.99,1,0.16,0.07,19,0.07,0.05,1,1,anomaly
whois,S0,0,0,0,287,1,1,0.01,0.05,3,0.01,0.05,1,1,anomaly
iso_tsap,S0,0,0,0,286,1,1,0.03,0.06,11,0.04,0.07,1,1,anomaly
ftp_data,S0,0,0,0,28,1,1,0.07,0.14,42,0.16,0.03,1,1,anomaly
private,S0,0,0,0,108,1,1,0.17,0.07,18,0.07,0.07,1,1,anomaly
private,S0,0,0,0,101,1,1,0.05,0.06,15,0.06,0.07,1,1,anomaly
private,S0,0,0,0,223,1,1,0.04,0.07,9,0.04,0.05,1,1,anomaly
echo,S0,0,0,0,223,1,1,0.08,0.06,17,0.07,0.06,1,1,anomaly
klogin,S0,0,0,0,143,1,1,0.1,0.06,14,0.05,0.06,1,1,anomaly
uucp_path,S0,0,0,0,201,1,1,0.09,0.06,18,0.07,0.07,1,1,anomaly
netbios_ns,S0,0,0,0,124,1,1,0.15,0.05,19,0.07,0.05,1,1,anomaly
iso_tsap,S0,0,0,0,277,1,1,0.06,0.05,17,0.07,0.07,1,1,anomaly
link,S0,0,0,0,274,1,1,0.08,0.05,22,0.09,0.05,1,1,anomaly
sunrpc,S0,0,0,0,141,1,1,0.09,0.06,16,0.06,0.06,1,1,anomaly
login,S0,0,0,0,103,1,1,0.03,0.07,3,0.01,0.07,1,1,anomaly
finger,S0,0,0,0,246,1,1,0.08,0.06,20,0.08,0.07,1,1,anomaly
kshell,S0,0,0,0,125,1,1,0.19,0.05,24,0.09,0.05,1,1,anomaly
ftp,RSTO,0,0,0,250,0,0,0.01,0.06,3,0.01,0.07,0,0,anomaly
auth,S0,0,0,0,238,1,1,0.03,0.07,7,0.03,0.07,1,1,anomaly
kshell,S0,0,0,0,102,1,1,0.02,0.07,2,0.01,0.06,1,1,anomaly
vmnet,S0,0,0,0,281,1,1,0.01,0.06,3,0.01,0.07,1,1,anomaly
telnet,S0,0,0,0,30,1,1,0.07,0.13,52,0.2,0.03,1,1,anomaly
ftp_data,S0,0,0,0,276,1,1,0.03,0.06,8,0.03,0.06,1,1,anomaly
private,S0,0,0,0,163,1,1,0.06,0.09,9,0.04,0.1,1,1,anomaly
private,S0,0,0,0,301,1,1,0.07,0.06,19,0.07,0.05,1,1,anomaly
vmnet,S0,0,0,0,211,1,1,0.1,0.05,22,0.09,0.05,1,1,anomaly
mtp,REJ,0,0,0,280,0,0,0.04,0.06,11,0.04,0.07,0,0,anomaly
csnet_ns,S0,0,0,0,201,1,1,0,0.06,4,0.02,0.07,1,1,anomaly
auth,REJ,0,0,0,276,0,0,0.05,0.06,14,0.05,0.07,0,0,anomaly
vmnet,S0,0,0,0,258,1,1,0.04,0.05,10,0.04,0.05,1,1,anomaly
private,S0,0,0,0,256,1,1,0.05,0.06,10,0.04,0.07,1,1,anomaly
http,S0,0,0,0,14,1,1,0.43,0.29,26,0.28,0.04,1,1,anomaly
bgp,S0,0,0,0,138,1,1,0.18,0.05,25,0.1,0.05,1,1,anomaly
ftp,S0,0,0,0,300,1,1,0.02,0.06,7,0.03,0.07,1,1,anomaly
time,S0,0,0,0,199,1,1,0.05,0.07,9,0.04,0.07,1,1,anomaly
private,S0,0,0,0,144,1,1,0.1,0.06,30,0.12,0.06,1,1,anomaly
sql_net,S0,0,0,0,104,1,1,0.04,0.07,18,0.07,0.07,1,1,anomaly
private,S0,0,0,0,74,1,1,0.22,0.05,5,0.02,0.06,1,1,anomaly
hostnames,REJ,0,0,0,225,0,0,0.01,0.07,2,0.01,0.08,0,0,anomaly
telnet,S0,0,0,0,66,0.97,1,0.24,0.09,52,0.2,0.04,1,1,anomaly
uucp,S0,0,0,0,139,1,1,0.09,0.06,13,0.05,0.07,1,1,anomaly
exec,RSTO,0,0,0,144,0,0,0.11,0.06,9,0.04,0.06,0,0,anomaly
netbios_dgm,S0,0,0,0,241,1,1,0.08,0.05,19,0.07,0.07,1,1,anomaly
private,S0,0,0,0,254,1,1,0.07,0.05,17,0.07,0.06,1,1,anomaly
telnet,S0,0,0,0,295,1,1,0.02,0.05,7,0.03,0.05,1,1,anomaly
private,S0,0,0,0,171,1,1,0.02,0.07,14,0.05,0.07,1,1,anomaly
Z39_50,S0,0,0,0,179,1,1,0.01,0.06,5,0.02,0.07,1,1,anomaly
http_443,S0,0,0,0,101,1,1,0.07,0.06,3,0.01,0.07,1,1,anomaly
private,S0,0,0,0,260,1,1,0.03,0.07,7,0.03,0.07,1,1,anomaly
telnet,S0,0,0,0,125,1,1,0.1,0.06,8,0.03,0.07,1,1,anomaly
private,REJ,0,0,0,139,0,0,0.07,0.06,6,0.02,0.09,0,0,anomaly
private,S0,0,0,0,251,1,1,0.03,0.07,2,0.01,0.07,1,1,anomaly
bgp,S0,0,0,0,211,1,1,0.08,0.07,12,0.05,0.08,1,1,anomaly
private,S0,0,0,0,208,1,1,0.01,0.07,5,0.02,0.07,1,1,anomaly
discard,S0,0,0,0,268,1,1,0.07,0.06,19,0.07,0.07,1,1,anomaly
supdup,S0,0,0,0,286,1,1,0.01,0.05,3,0.01,0.05,1,1,anomaly
http,S0,0,0,0,272,1,0.43,0.05,0.06,13,0.05,0.08,1,1,anomaly
uucp_path,REJ,0,0,0,241,0,0,0.01,0.07,3,0.01,0.07,0,0,anomaly
sql_net,S0,0,0,0,125,1,1,0.15,0.06,18,0.07,0.07,1,1,anomaly
ftp_data,S0,0,0,0,42,1,1,0.24,0.1,62,0.24,0.03,0.98,0.48,anomaly
private,S0,0,0,0,274,1,1,0.04,0.06,10,0.04,0.07,1,1,anomaly
nntp,S0,0,0,0,196,1,1,0.06,0.07,12,0.05,0.08,1,1,anomaly
courier,S0,0,0,0,111,1,1,0.05,0.07,6,0.02,0.07,1,1,anomaly
private,S0,0,0,0,168,1,1,0.02,0.08,3,0.01,0.08,1,1,anomaly
courier,S0,0,0,0,108,1,1,0.07,0.06,8,0.03,0.07,1,1,anomaly
private,S0,0,0,0,36,1,1,0.33,0.14,12,0.05,0.1,1,1,anomaly
private,S0,0,0,0,143,1,1,0.13,0.06,4,0.02,0.06,1,1,anomaly
uucp,S0,0,0,0,132,1,1,0.06,0.05,8,0.03,0.05,1,1,anomaly
